DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year,hour,crime_severity
201311022,2020-05-18,2020-03-20,1500,13,Newton,1361,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,738.0,LIBRARY,0.0,Unknown,IC,Invest Cont,745.0,0.0,0.0,0.0,4600 S  MAIN                         ST,Unknown,33.9998,-118.2774,2020,15,Low
200712054,2020-07-25,2020-07-24,930,7,Wilshire,721,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,33,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,100 S  WETHERLY                     DR,Unknown,34.0736,-118.3887,2020,9,Low
211611902,2021-09-27,2021-09-27,1755,16,Foothill,1622,2,900,VIOLATION OF COURT ORDER,0913,74,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AO,Adult Other,900.0,0.0,0.0,0.0,10900    EL DORADO                    AV,Unknown,34.2677,-118.4269,2021,17,Low
241804424,2024-01-09,2024-01-09,1100,18,Southeast,1831,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1202 0913 2000 1814 0446 0448 0416,64,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,12100 S  VERMONT                      AV,Unknown,33.9221,-118.2915,2024,11,Moderate
200615298,2020-09-12,2020-09-11,2353,6,Hollywood,643,1,310,BURGLARY,0400 1607 1822 0349 0394,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,7400 W  HOLLYWOOD                    BL,Unknown,34.1016,-118.3506,2020,23,Moderate
240506493,2024-03-05,2024-03-05,2150,5,Harbor,518,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501,0,X,X,721.0,HIGH SCHOOL,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930.0,0.0,0.0,0.0,1500    LAKME                        AV,Unknown,33.7935,-118.2607,2024,21,Low
241909431,2024-06-11,2024-06-07,1900,19,Mission,1993,1,330,BURGLARY FROM VEHICLE,0344 1822 1609,39,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,15100    ROSCOE                       BL,Unknown,34.2215,-118.4611,2024,19,Moderate
231711279,2023-05-31,2023-05-31,1615,17,Devonshire,1762,2,888,TRESPASSING,1501 0216,0,X,X,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,9700    INDEPENDENCE                 AV,Unknown,34.2464,-118.5907,2023,16,Low
220718368,2022-12-29,2022-12-28,2130,7,Wilshire,752,2,888,TRESPASSING,1822,0,M,W,210.0,RESTAURANT/FAST FOOD,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,1000 S  FAIRFAX                      AV,Unknown,34.0558,-118.3706,2022,21,Low
211115480,2021-11-17,2021-11-15,1300,11,Northeast,1162,1,350,"THEFT, PERSON",1822 0344 0400,28,M,A,102.0,SIDEWALK,0.0,Unknown,IC,Invest Cont,350.0,0.0,0.0,0.0,SUNSET,VIRGIL,0.0,0.0,2021,13,Low
220607321,2022-03-12,2022-03-12,1530,6,Hollywood,643,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0400 0416 0408,28,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,0.0,0.0,0.0,1600 N  FORMOSA                      AV,Unknown,34.0998,-118.3468,2022,15,Moderate
221113904,2022-09-14,2022-09-06,1200,11,Northeast,1124,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0448 0421 0401 1813 0446 0419 0416,44,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,0.0,0.0,0.0,3300    ANDRITA                      ST,Unknown,34.119,-118.2422,2022,12,Moderate
210313171,2021-07-17,2021-07-17,630,3,Southwest,392,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,29,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,0.0,0.0,0.0,4400    4TH                          AV,Unknown,34.0032,-118.3214,2021,6,Moderate
210607764,2021-03-31,2021-03-24,1500,6,Hollywood,669,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,5400    FLEMISH                      LN,Unknown,34.0908,-118.3085,2021,15,Low
211220600,2021-09-28,2021-09-28,2300,12,77th Street,1273,2,946,OTHER MISCELLANEOUS CRIME,Unknown,42,F,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,946.0,0.0,0.0,0.0,9100 S  HARVARD                      BL,Unknown,33.9527,-118.3069,2021,23,Low
241805061,2024-01-23,2024-01-23,1100,18,Southeast,1842,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0448 1814,31,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,109TH                        ST,BROADWAY,33.9374,-118.2781,2024,11,Moderate
231010570,2023-06-21,2023-06-05,2230,10,West Valley,1008,1,330,BURGLARY FROM VEHICLE,0344 1609 1822,54,F,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,HANES,VALJEAN,34.2077,-118.4912,2023,22,Moderate
240608211,2024-04-03,2024-03-30,1005,6,Hollywood,645,2,354,THEFT OF IDENTITY,1822 0930 0929,49,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,1300 N  SYCAMORE                     AV,Unknown,34.0944,-118.3428,2024,10,Low
220607807,2022-03-23,2022-03-23,1420,6,Hollywood,657,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1402 1822 0344,35,M,W,249.0,NURSERY/FLOWER SHOP,0.0,Unknown,AA,Adult Arrest,341.0,998.0,0.0,0.0,5700    SANTA MONICA                 BL,Unknown,34.0908,-118.3136,2022,14,Low
200711856,2020-07-20,2020-07-14,1730,7,Wilshire,777,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344,48,F,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,1700    VIRGINIA                     RD,Unknown,34.0404,-118.3347,2020,17,Low
240713283,2024-12-16,2024-12-16,1612,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028,23,X,X,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,8400    BEVERLY                      BL,Unknown,34.0761,-118.3732,2024,16,Low
222012481,2022-07-21,2022-07-20,2330,20,Olympic,2093,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1402 0358 0385 1607,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,998.0,0.0,0.0,2000 S  HOBART                       BL,Unknown,34.0392,-118.3062,2022,23,Low
230515580,2023-11-06,2023-11-06,1700,5,Harbor,583,1,330,BURGLARY FROM VEHICLE,1300 0344,70,F,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,1400 W  25TH                         ST,Unknown,33.7216,-118.3091,2023,17,Moderate
210304419,2021-01-11,2021-01-10,2235,3,Southwest,397,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 1100 0334 0450 1816 0906 0371 0421,38,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,230.0,0.0,0.0,0.0,1100 W  42ND                         ST,Unknown,34.0073,-118.294,2021,22,Moderate
241207902,2024-03-06,2024-03-06,430,12,77th Street,1258,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302 2033,29,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,230.0,0.0,0.0,0.0,7500 S  MAIN                         ST,Unknown,33.9721,-118.2739,2024,4,Moderate
200609358,2020-04-22,2020-04-22,100,6,Hollywood,649,1,320,"BURGLARY, ATTEMPTED",0344 1607,0,X,X,210.0,RESTAURANT/FAST FOOD,0.0,Unknown,AA,Adult Arrest,320.0,0.0,0.0,0.0,5100    HOLLYWOOD                    BL,Unknown,34.1018,-118.3009,2020,1,Moderate
221017226,2022-12-03,2022-12-03,2030,10,West Valley,1034,2,888,TRESPASSING,1822 0209 1420,44,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,18200    ERWIN                        ST,Unknown,34.1839,-118.5297,2022,20,Low
201307390,2020-03-01,2020-02-29,2030,13,Newton,1364,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 2000 0416 0408,33,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,0.0,0.0,0.0,1100 E  46TH                         ST,Unknown,34.0021,-118.2565,2020,20,Moderate
200411655,2020-08-11,2020-08-10,2230,4,Hollenbeck,414,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,3300    GRIFFIN                      AV,Unknown,34.0832,-118.2119,2020,22,Low
200206865,2020-02-26,2020-02-23,1,2,Rampart,235,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,56,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,200 S  CARONDELET                   ST,Unknown,34.0674,-118.2753,2020,0,Low
201514137,2020-08-19,2020-08-19,1620,15,N Hollywood,1531,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0447 2003 0334 1414 0561 0416 1402,45,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,998.0,0.0,0.0,5900    WHITSETT                     AV,Unknown,34.174,-118.4095,2020,16,Moderate
230307975,2023-03-18,2023-03-18,1445,3,Southwest,379,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1821 1241 1206 1202 2021 0913 2000 0416 0446,64,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,0.0,0.0,0.0,1000    LEIGHTON                     AV,Unknown,34.0132,-118.2915,2023,14,Moderate
210809883,2021-05-31,2021-05-31,5,8,West LA,893,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1402,49,M,B,108.0,PARKING LOT,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,624.0,998.0,0.0,0.0,11200    EXPOSITION                   BL,Unknown,34.0348,-118.4365,2021,0,Moderate
221606468,2022-03-18,2022-03-15,1345,16,Foothill,1687,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,11100    ARMINTA                      ST,Unknown,34.2178,-118.373,2022,13,Low
201608013,2020-04-12,2020-03-01,1,16,Foothill,1617,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0552 1259 0551,16,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,860.0,0.0,0.0,10500    FLORALITA                    AV,Unknown,34.2597,-118.3179,2020,0,Low
231008702,2023-05-02,2022-11-12,1300,10,West Valley,1043,2,354,THEFT OF IDENTITY,1822 0922,50,M,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,5600    RESEDA                       BL,Unknown,34.1769,-118.5384,2022,13,Low
241608934,2024-06-21,2024-06-20,1545,16,Foothill,1612,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,13500    PAXTON                       ST,Unknown,34.2732,-118.4268,2024,15,Low
221417717,2022-10-15,2022-10-14,2100,14,Pacific,1436,1,510,VEHICLE - STOLEN,Unknown,0,X,X,104.0,DRIVEWAY,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,3600    GLOBE                        AV,Unknown,34.0154,-118.4217,2022,21,Low
221507053,2022-03-14,2021-09-23,1406,15,N Hollywood,1519,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,40,F,H,507.0,CONDOMINIUM/TOWNHOUSE,0.0,Unknown,AA,Adult Arrest,956.0,0.0,0.0,0.0,6600 N  CLYBOURN                     AV,Unknown,34.1903,-118.3637,2021,14,Low
241905057,2024-01-28,2024-01-26,820,19,Mission,1961,1,330,BURGLARY FROM VEHICLE,0344 1822,30,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,15400    MARILLA                      ST,Unknown,34.2471,-118.4682,2024,8,Moderate
210111816,2021-06-13,2021-06-13,1530,1,Central,154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0361 0913 1218 2004,53,F,B,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,0.0,0.0,0.0,500 S  MAIN                         ST,Unknown,34.0465,-118.2488,2021,15,Moderate
220611315,2022-06-05,2022-06-05,100,6,Hollywood,636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1501 1271,22,F,H,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,1700 N  HUDSON                       AV,Unknown,34.1016,-118.3321,2022,1,Low
241504909,2024-01-18,2024-01-06,1210,15,N Hollywood,1503,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1822 0344,29,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,12100    HART                         ST,Unknown,34.1976,-118.3965,2024,12,Low
221113593,2022-09-06,2022-09-02,1,11,Northeast,1129,2,354,THEFT OF IDENTITY,1501 0100 0922 1822 0344,36,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,100    BRIDEWELL                    ST,Unknown,34.1131,-118.1776,2022,0,Low
230510708,2023-07-04,2023-07-04,1130,5,Harbor,503,1,761,BRANDISH WEAPON,0334 0387 1310 1822 0917,43,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",219.0,SCREWDRIVER,IC,Invest Cont,761.0,0.0,0.0,0.0,1600 W  PACIFIC COAST                HY,Unknown,33.7941,-118.29,2023,11,Low
230104342,2023-01-05,2022-12-22,1622,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,201.0,JEWELRY STORE,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,600 S  HILL                         ST,Unknown,34.0491,-118.2558,2022,16,Low
220212508,2022-06-28,2022-06-28,840,2,Rampart,236,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0447 1813 0913,52,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,0.0,0.0,0.0,2000 W  3RD                          ST,Unknown,34.0657,-118.268,2022,8,Moderate
200513462,2020-08-27,2020-08-27,2100,5,Harbor,514,2,624,BATTERY - SIMPLE ASSAULT,0602 0913 0416 0552 2021,29,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,1100 W  SANDISON                     ST,Unknown,33.7923,-118.2763,2020,21,Moderate
230612474,2023-07-13,2023-06-26,2100,6,Hollywood,644,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0381 2000 0913 1813 1814 0400 0444,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,0.0,0.0,0.0,1300 N  MARTEL                       AV,Unknown,34.0944,-118.3507,2023,21,Moderate
221509944,2022-05-20,2022-05-20,800,15,N Hollywood,1511,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,AA,Adult Arrest,510.0,0.0,0.0,0.0,7200    ETHEL                        AV,Unknown,34.2012,-118.4181,2022,8,Low
222013477,2022-07-18,2022-07-17,1955,20,Olympic,2014,1,480,BIKE - STOLEN,0344 1822,28,F,W,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,480.0,0.0,0.0,0.0,100 S  NORMANDIE                    AV,Unknown,34.0726,-118.3029,2022,19,Low
230300788,2023-07-21,2023-07-21,845,3,Southwest,361,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0432 0449 1402 0302 0361 0603 0913,22,X,X,501.0,SINGLE FAMILY DWELLING,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AO,Adult Other,230.0,0.0,0.0,0.0,4900    AUGUST                       ST,Unknown,34.0173,-118.3528,2023,8,Moderate
230110742,2023-03-29,2023-03-22,1630,1,Central,128,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,25,F,J,210.0,RESTAURANT/FAST FOOD,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,300 E  2ND                          ST,Unknown,34.0498,-118.24,2023,16,Low
220704934,2022-01-25,2022-01-25,2030,7,Wilshire,732,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,62,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,600 S  FAIRFAX                      AV,Unknown,34.0665,-118.3662,2022,20,Moderate
230107515,2023-02-23,2023-02-22,1600,1,Central,142,1,330,BURGLARY FROM VEHICLE,1609 0344 1300 1822,71,M,O,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,300 S  GRAND                        AV,Unknown,34.053,-118.2512,2023,16,Moderate
240711079,2024-08-30,2024-08-23,936,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Unknown,0,X,X,404.0,DEPARTMENT STORE,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,400 S  LA BREA                      AV,Unknown,34.0669,-118.3456,2024,9,Low
211709628,2021-06-17,2021-06-17,1120,17,Devonshire,1764,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0378 2028,0,X,X,406.0,OTHER STORE,0.0,Unknown,IC,Invest Cont,343.0,0.0,0.0,0.0,8900    TAMPA                        AV,Unknown,34.244,-118.5583,2021,11,Low
211818282,2021-10-10,2021-10-10,1815,18,Southeast,1836,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,10500    COMPTON                      AV,Unknown,33.9383,-118.2494,2021,18,Low
231215612,2023-07-12,2023-07-12,1425,12,77th Street,1242,2,903,CONTEMPT OF COURT,2038 0561,61,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AO,Adult Other,903.0,0.0,0.0,0.0,6200    3RD                          AV,Unknown,33.9837,-118.3206,2023,14,Low
241704050,2023-12-30,2023-12-30,2130,17,Devonshire,1781,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913 1813,20,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,0.0,0.0,0.0,21000    PARTHENIA                    ST,Unknown,34.2332,-118.5829,2023,21,Moderate
210200757,2021-06-13,2021-06-13,1630,2,Rampart,236,1,210,ROBBERY,1309 1402 0336 0400 0344 0355 0334 2004 1822,21,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,0.0,0.0,100 S  ALVARADO                     ST,Unknown,34.0663,-118.2706,2021,16,Moderate
201214156,2020-06-05,2020-06-03,1030,12,77th Street,1251,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,7200    9TH                          AV,Unknown,33.9727,-118.3275,2020,10,Low
201008212,2020-04-20,2020-04-20,930,10,West Valley,1049,1,761,BRANDISH WEAPON,1822 1218 0334 0216,37,M,H,109.0,PARK/PLAYGROUND,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,0.0,0.0,0.0,6300    WOODLEY                      AV,Unknown,34.1852,-118.4837,2020,9,Low
210612149,2021-07-04,2021-07-04,2050,6,Hollywood,677,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,WESTERN                      AV,MELROSE                      AV,34.0835,-118.3091,2021,20,Low
211224586,2021-11-30,2021-11-30,1000,12,77th Street,1241,1,310,BURGLARY,0329 1822 0358 1607,44,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,3500    HYDE PARK                    BL,Unknown,33.9806,-118.3352,2021,10,Moderate
210812287,2021-08-01,2021-07-31,1800,8,West LA,851,1,480,BIKE - STOLEN,0344 1822 1202,22,M,W,123.0,PARKING UNDERGROUND/BUILDING,0.0,Unknown,IC,Invest Cont,480.0,0.0,0.0,0.0,12000    IDAHO                        AV,Unknown,34.0395,-118.4603,2021,18,Low
201305556,2020-01-28,2020-01-28,1640,13,Newton,1383,1,210,ROBBERY,0344 1822 0416 1259 2024,15,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,0.0,0.0,0.0,MAIN,GAGE,33.9824,-118.2739,2020,16,Moderate
211708358,2021-05-10,2021-05-10,1559,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352 0216,0,X,X,404.0,DEPARTMENT STORE,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,9300    TAMPA                        AV,Unknown,34.244,-118.5583,2021,15,Low
202100721,2020-05-27,2020-05-27,1750,21,Topanga,2137,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 2000 0411 0913,33,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236.0,998.0,0.0,0.0,7300    VARIEL                       AV,Unknown,34.2029,-118.5929,2020,17,Moderate
221017090,2022-11-30,2022-11-29,630,10,West Valley,1001,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,64,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,19000    STRATHERN                    ST,Unknown,34.2156,-118.5471,2022,6,Low
210122869,2021-12-27,2021-12-27,2000,1,Central,111,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1309 1606,39,M,O,123.0,PARKING UNDERGROUND/BUILDING,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,500 N  FIGUEROA                     ST,Unknown,34.0615,-118.247,2021,20,Low
231315728,2023-08-16,2023-08-16,900,13,Newton,1351,2,901,VIOLATION OF RESTRAINING ORDER,0561 2038 0913,57,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,901.0,0.0,0.0,0.0,200 W  41ST                         ST,Unknown,34.0091,-118.2762,2023,9,Low
210115935,2021-08-28,2021-08-28,930,1,Central,157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034,45,M,O,517.0,MISSIONS/SHELTERS,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,6TH                          ST,CROCKER,34.0417,-118.2444,2021,9,Low
241407574,2024-03-19,2024-03-19,930,14,Pacific,1494,2,888,TRESPASSING,1501,28,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,300    WORLD WAY,Unknown,33.9455,-118.4001,2024,9,Low
210612654,2021-07-13,2021-07-13,1455,6,Hollywood,637,1,761,BRANDISH WEAPON,0334 2004 0400 0432 1822 0371 0906,52,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,761.0,0.0,0.0,0.0,1800    ARGYLE                       AV,Unknown,34.1037,-118.3252,2021,14,Low
220707338,2022-03-28,2022-03-23,1200,7,Wilshire,743,1,310,BURGLARY,1609 1822 0321 0344,39,M,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,900 S  STANLEY                      AV,Unknown,34.0591,-118.3574,2022,12,Moderate
211814318,2021-07-27,2021-07-26,2230,18,Southeast,1829,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344 1609,56,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,97TH                         ST,KALMIA,33.9483,-118.2318,2021,22,Moderate
221705008,2022-01-25,2022-01-25,1430,17,Devonshire,1723,1,310,BURGLARY,1609 0321 0352 0344 1202,83,M,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,10700    OKLAHOMA                     AV,Unknown,34.2648,-118.5865,2022,14,Moderate
241508776,2024-04-08,2024-03-28,2011,15,N Hollywood,1522,2,932,PEEPING TOM,0361 1501,22,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AO,Adult Other,932.0,0.0,0.0,0.0,7100    COLDWATER CANYON             AV,Unknown,34.1936,-118.4166,2024,20,Low
